nome,sigla,cnpj,categoria,associados,base_contagem,fonte_associados,data_fonte,tipo_fonte,entidade_paga,tipo_cobranca,evidencia_cobranca,observacoes
Associação de Aposentados e Pensionistas do Brasil,AAPB,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"Site institucional localizado: aapbassociacao.com.br. Possível homônimo da sigla 'AAPB' usada pela UNAPB (CNPJ 10.708.967/0001-86, listada separadamente) — não confirmado se é a mesma entidade citada na investigação do INSS. Nenhuma evidência de cobrança encontrada nesta pesquisa; confirmar CNPJ na Fase 2."
Associação Brasileira de Aposentados e Pensionistas da Nação,ABAPEN,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,Site institucional localizado: abapen.org.br. Nenhuma evidência de cobrança ou número de associados encontrada nesta pesquisa; não identificada citação direta nas investigações do INSS.
Associação Nacional dos Aposentados e Pensionistas,ANAP,29.299.813/0001-06,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"Localizada via Mapa das OSC (IPEA), sem dados de associados ou cobrança nesta pesquisa."
Associação Nacional dos Aposentados e Pensionistas da Previdência,ANAPPS,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,Localizada por reclamações de consumidores no Reclame Aqui associadas a descontos não autorizados; não foi possível confirmar nesta pesquisa se a entidade está formalmente entre as citadas na Operação Sem Desconto (CGU/PF) — investigar na Fase 3/4 antes de marcar alerta.
Associação Nacional dos Aposentados e Pensionistas da Previdência Social,ANAPREVIS,06.147.221/0001-73,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,Nenhuma evidência de cobrança ou número de associados encontrada nesta pesquisa.
Central Nacional dos Aposentados e Pensionistas do Brasil / Sindicato Nacional dos Trabalhadores Aposentados,CENTRAPE,07.164.985/0001-30,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"ATENÇÃO: registrada como entidade sindical especial no Ministério do Trabalho e Emprego (Central/Sindicato), não como associação 399-9 — provável exclusão na Fase 2 por natureza jurídica; incluída apenas como candidata para checagem."
"Confederação Brasileira de Aposentados, Pensionistas e Idosos",COBAP,não encontrado,4,,"não informado (COBAP é confederação/entidade de 2º grau que reúne associações estaduais e federações filiadas, não tem base direta de associados pessoa física)",não encontrado,não encontrado,imprensa,a confirmar,outra,não encontrado diretamente para a COBAP em si; site institucional https://www.cobap.org.br/,"ALERTA REPUTACIONAL INSS: citada pela Polícia Federal em inquérito sobre o esquema de descontos indevidos do INSS (CNN Brasil, 'INSS: sindicatos citados em inquérito têm vaga no Conselho de Previdência', https://www.cnnbrasil.com.br/politica/inss-sindicatos-citados-em-inquerito-tem-vaga-no-conselho-de-previdencia/). É confederação (2º grau), não associação de pessoa física direta — avaliar se entra como 'outra' apenas para referência, não como candidata direta ao Top 50."
Associação de Assistência Social a Pensionistas e Aposentados,AASPA,não encontrado,4,,não informado,não encontrado,não encontrado,imprensa,a confirmar,outra,não encontrado,"Site institucional https://aaspa.org.br/ localizado via busca; não foi possível acessar o conteúdo (WebFetch bloqueado nesta sessão) para confirmar associados, cobrança ou CNPJ. Candidata a checar em fase de enriquecimento."
Associação dos Aposentados e Pensionistas da Eletrosul,AAPE,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,Site institucional localizado: aape.org.br. Nenhum outro dado confirmado nesta pesquisa.
"Associação de Aposentados, Funcionários e Pensionistas do Banco do Brasil",AAPBB,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,sim,mensalidade,"Mensalidade de R$ 35,00, com desconto em folha de pagamento/PREVI ou débito em conta — site institucional aapbb.org.br, página 'Quem Somos'","Constituída em 01/12/1998, âmbito nacional, sede no Rio de Janeiro (RJ), conforme site institucional. Quadro social inclui aposentados, pensionistas e funcionários da ativa do Banco do Brasil, PREVI e CASSI — não é exclusiva de aposentados. Possível sobreposição com categoria 1 (ANABB); verificar se já coberta por outro agente."
Federação Nacional das Associações de Aposentados e Pensionistas da Caixa Econômica Federal,FENACEF,não encontrado,4,,"não informado — é federação de 22 associações estaduais (APCEFs); associados diretos são as associações-membro, não pessoas físicas","fenacef.org.br, página 'AEA's Federadas' — cita 22 associações estaduais de aposentados da Caixa filiadas",não encontrado,declarado pela entidade,a confirmar,não encontrado,não encontrado,"Estrutura federativa (federação de 22 associações estaduais — as APCEFs), semelhante ao caso da OAB (seccionais). Se a lógica de 'unidade de análise = seccional' se aplicar, as APCEFs estaduais individuais (ex.: APCEF/SP, APCEF/MG) seriam a unidade correta de candidatura, não a federação nacional."
Associação de Pessoal da Caixa Econômica de São Paulo,APCEF/SP,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"Site institucional: apcefsp.org.br. Quadro social inclui empregados ativos, aposentados e pensionistas da Caixa em SP — não é exclusiva de aposentados. Federada à FENACEF."
Associação dos Aposentados e Pensionistas do INSS e Outros de Alterosa,ASSAPA,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"Entidade de abrangência municipal (Alterosa, MG), localizada via Mapa das OSC (IPEA). Incluída como exemplo de associação municipal de aposentados do INSS; sem dados de associados ou cobrança encontrados nesta pesquisa — provável candidata a corte por porte pequeno, mas mantida para registro."
Associação Nacional de Aposentados e Pensionistas de Ceres,ANAPEC,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"Apesar do nome 'Nacional', indícios (site anapec.org.br) sugerem abrangência local/municipal (Ceres, GO) — confirmar abrangência real na Fase 2/3."
"Associação de Aposentados, Pensionistas e Reformados",APRe,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"Única fonte localizada nesta pesquisa foi uma página no Facebook; nenhum site institucional, CNPJ ou dado de associados/cobrança confirmado. Candidata fraca — priorizar verificação ou corte."
Associação dos Aposentados e Pensionistas de Santo André e Região,não encontrado,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"Entidade municipal (Santo André, SP). Única fonte localizada nesta pesquisa foi uma página no Facebook; nenhum site institucional, CNPJ ou dado de associados/cobrança confirmado. Candidata fraca — priorizar verificação ou corte."
Associação dos Aposentados e Pensionistas de São José dos Campos,AAPSJC,não encontrado,4,,não informado,não encontrado,não encontrado,não encontrado,a confirmar,não encontrado,não encontrado,"Entidade municipal (São José dos Campos, SP). Única fonte localizada nesta pesquisa foi uma página no Facebook; nenhum site institucional, CNPJ ou dado de associados/cobrança confirmado. Candidata fraca — priorizar verificação ou corte."
Jockey Club Brasileiro,JCB,33.621.756/0001-07,5,,não informado,,,,a confirmar,,,"Clube de turfe/hipismo com quadro social no Rio de Janeiro. Existem outros CNPJs vinculados (33.621.756/0002-98, 33.621.756/0003-79), possivelmente unidades/filiais. Número de sócios e valor de mensalidade não encontrados nesta pesquisa."
Sociedade de Ginástica de Porto Alegre 1867 (Sogipa),SOGIPA,92.913.607/0001-80,5,,não informado,,,,a confirmar,,,"Um dos clubes mais tradicionais de Porto Alegre, fundado em 1867. Número de sócios e valor de mensalidade não encontrados nesta pesquisa; site oficial (sogipa.com.br) identificado mas não pôde ser acessado (bloqueio de rede)."
Club Athletico Paulistano,Paulistano,60.927.472/0001-16,5,,não informado,,,,a confirmar,,,"Fundado em 1900, em São Paulo. Único dado numérico encontrado é histórico (1.476 sócios em 1920); número atual de associados e valor de mensalidade não foram encontrados nesta pesquisa."
Recreio da Juventude,,88.649.660/0001-49,5,,não informado,,,,a confirmar,,,"Clube social tradicional de Caxias do Sul (RS), fundado em 1965. Há também um registro de filial 'Guarany' (CNPJ 88.649.660/0002-20). Número de sócios e mensalidade não encontrados nesta pesquisa."
Nippon Country Club,,56.899.131/0002-98,5,,não informado,,,,a confirmar,,,"Clube ligado à comunidade nipo-brasileira, fundado em 30/08/1976. O CNPJ localizado (56.899.131/0002-98) corresponde a uma unidade na Av. da Liberdade, São Paulo (SP), possivelmente filial; CNPJ da matriz não confirmado. Número de sócios e mensalidade não encontrados."
Clube Atlético Monte Líbano,,60.782.778/0001-21,5,,não informado,,,,a confirmar,,,"Clube da comunidade libanesa em São Paulo (bairro Ibirapuera), CNPJ registrado em 03/12/1982. Não confundir com o Clube Monte Líbano de São José do Rio Preto (entidade distinta, CNPJ próprio). Número de sócios e mensalidade não encontrados."
Clube Monte Líbano de São José do Rio Preto,,59.981.688/0001-80,5,,não informado,,,,a confirmar,,,"Busca mencionou 'aproximadamente 7 mil sócios' para este clube, mas sem link individualizável para verificação direta; por isso o número não foi incluído como confirmado. Necessário refazer a busca dedicada para essa entidade em São José do Rio Preto (SP)."
Clube Paineiras do Morumby,Paineiras,52.400.207/0001-57,5,,não informado,,,,a confirmar,,,"Clube tradicional da zona sul de São Paulo (Morumbi), CNPJ registrado em 03/03/1983. Número de sócios e mensalidade não encontrados nesta pesquisa; site oficial (clubepaineiras.org.br) identificado mas não pôde ser acessado (bloqueio de rede)."
Automóvel Clube do Brasil (A.C.D.B. 1907),ACDB,10.933.407/0001-25,5,,não informado,,,,a confirmar,,,"Um dos clubes automobilísticos mais antigos do Brasil (fundado em 1907), no Rio de Janeiro, com componente social. Número de sócios e mensalidade não encontrados nesta pesquisa."
Automóvel Clube Brasileiro,ACBR,02.552.911/0001-57,5,,não informado,,,,a confirmar,,,"Entidade distinta do 'Automóvel Clube do Brasil (A.C.D.B. 1907)', mesmo segmento de atuação. Incluída separadamente para evitar duplicidade equivocada na consolidação; número de sócios não encontrado nesta pesquisa."
Iate Clube do Recife,,10.938.827/0001-02,5,,não informado,,,,a confirmar,,,"Fundado em 01/08/1968, em Recife (PE). Número de sócios e mensalidade não encontrados nesta pesquisa; site oficial (iateclubedorecife.com.br) identificado mas não pôde ser acessado (bloqueio de rede)."
São Paulo Athletic Club (Clube Atlético São Paulo),SPAC,,5,,não informado,,,,a confirmar,,,"Clube mais antigo do Brasil (fundado em 1888 por Charles Miller). CNPJ não encontrado nesta pesquisa (site do clube identificado em spac.org.br, mas não pôde ser acessado por bloqueio de rede). Estatuto social descreve associação sem fins econômicos. Número de sócios e mensalidade não encontrados."
Clube de Regatas Piraquê,Piraquê,30.298.640/0001-90,5,,não informado,,,,a confirmar,,,"Piraquê é o departamento esportivo (esportes aquáticos) ligado ao Clube Naval, com 'sócios departamentais' próprios, no Rio de Janeiro. O Clube Naval propriamente dito (CNPJ 33.868.654/0001-90) é associação de oficiais da Marinha e se enquadra melhor na Categoria 2 (não incluído aqui). Número de sócios do Piraquê não encontrado nesta pesquisa."
Sociedade Harmonia Lyra,,84.713.189/0001-50,5,,não informado,,,,a confirmar,,,"Clube social e cultural tradicional de Joinville (SC), ligado à comunidade teuto-brasileira. Atividade econômica cadastrada na Receita como 'Atividades de associações de defesa de direitos sociais', divergente do CNAE típico de clube social — recomenda-se confirmar a natureza exata no fact-check. Há também uma 'Fundação Musical Harmonia Lyra' (CNPJ 83.791.475/0001-70), entidade correlata porém distinta (fundação, não associação de pessoas físicas). Número de sócios não encontrado."
Clube Comary,,32.189.128/0001-31,5,,não informado,,,,a confirmar,,,"Clube fundado em 06/07/1968 na Granja Comary, Teresópolis (RJ), área de 45.000 m². Possui sub-sede em Rio das Ostras (CNPJ 32.189.128/0002-12) com '300 sócios contribuintes' citados em fonte de busca — esse dado refere-se apenas à sub-sede, não ao total da sede principal, e por isso não foi usado como número consolidado. Número de sócios da sede principal e mensalidade não encontrados."
Club Homs,,52.042.058/0001-00,5,,não informado,,,,a confirmar,,,"Clube associativo e recreativo da comunidade sírio-libanesa em São Paulo (SP), fundado em 27/12/1982. Número de sócios e mensalidade não encontrados nesta pesquisa."
Clube do Comércio de Porto Alegre,,92.941.277/0001-37,5,,não informado,,,,a confirmar,,,"Clube social tradicional de Porto Alegre (RS), historicamente ligado à classe comerciária. Número de sócios e mensalidade não encontrados nesta pesquisa; formatação exata do CNPJ (dígitos verificadores) deve ser reconferida na Fase 2."
Iate Clube de Itamaracá,,11.548.120/0002-25,5,,não informado,,,,a confirmar,,,Clube náutico em Pernambuco. O CNPJ localizado corresponde a uma unidade/filial em Recife (sufixo 0002-25); CNPJ da matriz não confirmado nesta pesquisa. Número de sócios não encontrado.
Iate Clube de Caiobá,,76.692.896/0002-60,5,,não informado,,,,a confirmar,,,Clube náutico na região de Matinhos/Caiobá (PR). CNPJ localizado é de filial (sufixo 0002-60); CNPJ da matriz não confirmado. Número de sócios não encontrado.
Iate Clube do Espírito Santo,ICES,,5,,não informado,,,,a confirmar,,,"Entidade citada em fonte agregadora de CNPJ (cnpj.info), mas CNPJ e número de associados não confirmados nesta pesquisa; requer busca dedicada."
São Lourenço Country Clube,,,5,,não informado,,,,a confirmar,,,"Site oficial (slcountryclube.com.br) identificado nos resultados de busca, mas conteúdo não pôde ser acessado (bloqueio de rede). Localização exata, CNPJ e número de sócios não confirmados nesta pesquisa."
São Francisco Country Clube,,40.633.596/0001-81,5,,não informado,,,,a confirmar,,,"Clube social identificado via base de CNPJ (Econodata), em Juazeiro (BA), fundado em 1981 (data de abertura do CNPJ). Número de sócios e mensalidade não encontrados nesta pesquisa."
Blumenau Esporte Clube,,06.054.600/0001-19,5,,não informado,,,,a confirmar,,,"Clube social em Blumenau (SC). ATENÇÃO: há uma segunda entrada de CNPJ para entidade de mesmo nome (23.663.180/0001-97, fundada em 1989) — pode se tratar de homônimo ou de registro anterior/sucessor; não verificado nesta pesquisa. Número de sócios não encontrado."
Sociedade Germania,,,5,,não informado,,,,a confirmar,,,Clube da comunidade alemã no Rio de Janeiro (bairro Gávea). Site oficial (sociedadegermania.com.br) identificado mas não pôde ser acessado (bloqueio de rede). CNPJ e número de sócios não encontrados nesta pesquisa.
Petrópolis Tênis Clube,,51.981.827/0001-64,5,,não informado,,,,a confirmar,,,"ATENÇÃO: apesar do nome, este CNPJ está sediado em Mairiporã (SP), não em Petrópolis (RJ) — pode se tratar de clube distinto de eventual 'Petrópolis Tênis Clube' carioca mais conhecido; identidade não confirmada nesta pesquisa. Único dado numérico encontrado é histórico e desatualizado (~480 sócios titulares no início dos anos 1990), por isso não foi usado como número atual."
Clube Alto dos Pinheiros,,61.970.505/0001-73,5,,não informado,,,,a confirmar,,,"Clube distinto do Esporte Clube Pinheiros (E.C.P.S.P.), ambos na região de Pinheiros, em São Paulo — cuidado para não confundir os dois na consolidação. Número de sócios e mensalidade não encontrados nesta pesquisa."
São Paulo Jockey Club,,,5,,não informado,,,,a confirmar,,,"Entidade histórica de turfe em São Paulo, citada em referência de busca (Wikipedia). CNPJ e número de sócios não confirmados nesta pesquisa; pode ser sucedida ou distinta do atual Jockey Club de São Paulo — requer verificação dedicada antes de incluir no ranking."
Associação dos Antigos Alunos da Faculdade de Direito da Universidade de São Paulo,Arcadas,49.921.489/0001-23,6,,não informado,,,,sim,mensalidade,"Site oficial (arcadas.org.br/contribuicao) lista categorias de contribuição de associado a partir de R$ 200,00 mensais (ex.: categoria 'Associados Prata').",Fonte: arcadas.org.br (acesso 2026-09-16). Fundada em 1931. Número de associados não encontrado nas fontes consultadas; estatuto prevê número ilimitado de associados. CNPJ confirmado via busca (aparece em múltiplos agregadores de CNPJ).
Associação dos Antigos Alunos da PUC-Rio,AAA PUC-Rio,,6,,não informado,,,,a confirmar,,,"Entidade localizada em aaa.puc-rio.br (acesso 2026-09-16). Não foi possível confirmar CNPJ, número de associados nem cobrança de mensalidade/anuidade na busca realizada nesta sessão. Requer verificação direta no site."
Associação dos Ex-Alunos da Fundação Getulio Vargas,exGV,,6,,não informado,,,,a confirmar,,,"Entidade localizada em exgv.org.br (acesso 2026-09-16). CNPJ, número de associados e cobrança não confirmados na busca realizada. Requer verificação direta no site."
Alumni IME (Associação de Ex-Alunos do Instituto Militar de Engenharia),Alumni IME,,6,,não informado,,,,a confirmar,,,"Entidade localizada em alumniime.com.br (acesso 2026-09-16). CNPJ, número de associados e cobrança não confirmados na busca realizada. Requer verificação direta no site."
Associação dos Ex-Alunos dos Colégios Militares,AACM,,6,,não informado,,,,a confirmar,,,"Entidade localizada em aacm.com.br (acesso 2026-09-16). CNPJ, número de associados e cobrança não confirmados na busca realizada. Requer verificação direta no site."
Associação de Ex-Alunos da PUCPR (ASEP),ASEP,,6,,não informado,,,,a confirmar,,,"Fonte (busca web, acesso 2026-09-16) menciona 'comunidade de ex-alunos com mais de 150 mil profissionais formados em seis décadas' e criação da ASEP em 2000, mas esse número é o total de egressos da PUCPR, não necessariamente associados pagantes ativos. NÃO usar 150.000 como número de associados sem confirmação direta. CNPJ e mensalidade não encontrados."
Associação dos Engenheiros do ITA,AEITA,,6,,não informado,,,,a confirmar,,,"Fundada em 1954 (fonte: aeita.com.br, acesso 2026-09-16). Página no Facebook tem 2.834 curtidas, mas isso NÃO é número oficial de associados e não foi usado como tal. CNPJ, número de associados e valor de mensalidade não encontrados; site menciona existência de mensalidade mas sem valor divulgado na busca."
APV-SUL Associação de Proteção Veicular,APV-SUL,23.407.024/0001-65,6,,não informado,,,,sim,mensalidade,Associação de proteção veicular listada entre entidades cadastradas na AAAPV (Agência de Autorregulamentação das Associações de Proteção Veicular e Patrimonial); modelo do setor é mensalidade com rateio de sinistros.,ALERTA REGULATÓRIO/REPUTACIONAL: associação de proteção veicular (mutualismo). Número de associados não encontrado. CNPJ obtido via Reclame Aqui e agregadores de CNPJ (acesso 2026-09-16).
ABV Proteção Veicular,ABV,,6,,não informado,,,,sim,mensalidade,Associação de proteção veicular afiliada à AAAPV (abvprotecaoveicular.org.br); modelo do setor é mensalidade com rateio de sinistros (não confirmado valor específico).,ALERTA REGULATÓRIO/REPUTACIONAL: associação de proteção veicular (mutualismo). CNPJ e número de associados não encontrados na busca (acesso 2026-09-16).
AGV Proteção Veicular,AGV,,6,,não informado,,,,sim,mensalidade,"Fonte descreve a AGV como associação de proteção veicular operando pelo modelo mutualista, com planos voltados a carros populares e seminovos (valor não confirmado).",ALERTA REGULATÓRIO/REPUTACIONAL: associação de proteção veicular (mutualismo). CNPJ e número de associados não encontrados. Nome 'AGV' é genérico e pode haver homônimos; requer verificação de razão social exata.
BH Proteção Veicular,,,6,,não informado,,,,sim,mensalidade,Fonte descreve a entidade como associação de proteção veicular que 'evoluiu de uma força regional em Minas Gerais para uma referência nacional'; modelo do setor é mensalidade (valor não confirmado).,"ALERTA REGULATÓRIO/REPUTACIONAL: associação de proteção veicular (mutualismo), origem regional (MG). CNPJ e número de associados não encontrados na busca (acesso 2026-09-16, bhprotecaoveicular.com.br)."
INNOVE Proteção Veicular,INNOVE,,6,,não informado,,,,sim,mensalidade,Citada em rankings de proteção veicular como uma das maiores do setor; modelo do setor é mensalidade (valor não confirmado nesta busca).,ALERTA REGULATÓRIO/REPUTACIONAL: associação de proteção veicular (mutualismo). CNPJ e número de associados não encontrados.
SPV Associação de Benefícios Mútuos (SPV Proteção Veicular),SPV,,6,,não informado,,,,sim,mensalidade,"Listada como 2ª maior empresa de proteção veicular do Brasil por faturamento em ranking da Econodata (econodata.com.br), setor caracterizado por cobrança de mensalidade.","ALERTA REGULATÓRIO/REPUTACIONAL: associação de proteção veicular (mutualismo). Ranking consultado é por faturamento, não por número de associados — não ranquear diretamente por essa métrica. CNPJ e número de associados não encontrados."
PROTERMAR,,,6,,não informado,,,,a confirmar,mensalidade,Listada como 1ª maior empresa/entidade de proteção veicular do Brasil por faturamento em ranking da Econodata (econodata.com.br).,"ALERTA REGULATÓRIO/REPUTACIONAL (se confirmada associação de proteção veicular/mutualismo — natureza jurídica exata não confirmada, pode ser sociedade empresária e não associação 399-9; requer checagem de CNPJ). Ranking consultado é por faturamento, não por associados. Número de associados e CNPJ não encontrados nesta busca."
Núcleo Proteção Veicular,,,6,,não informado,,,,sim,mensalidade,Listada como 3ª maior empresa/entidade de proteção veicular do Brasil por faturamento em ranking da Econodata (econodata.com.br).,"ALERTA REGULATÓRIO/REPUTACIONAL: associação de proteção veicular (mutualismo). Ranking consultado é por faturamento, não por associados. CNPJ e número de associados não encontrados nesta busca."
Porsche Clube do Brasil,,02.441.518/0001-96,6,,não informado,,,,a confirmar,anuidade,"Clubes de marca automotiva tipicamente cobram anuidade/mensalidade, mas o valor específico não foi encontrado nesta busca para esta entidade.","Fonte (porschegt3cup.com.br, acesso 2026-09-16) traz apenas dado histórico: ~70 sócios em 1997 e mais de 800 sócios cinco anos depois (~2002). Esse número está DESATUALIZADO (mais de 20 anos) e não foi usado no campo 'associados'. Número atual de sócios e valor de anuidade não encontrados; requer verificação direta no site oficial do clube."
Automóvel Clube do Brasil (ACDB),ACDB,,6,,não informado,,,,a confirmar,,,"Fundado em 1907, primeiro clube do país dedicado a proprietários de veículos e automóveis (fonte: acdb.com.br, acesso 2026-09-16). CNPJ, número de associados e valor de mensalidade/anuidade não encontrados nesta busca."
Automóvel Clube do Estado de São Paulo,ACESP,,6,,não informado,,,,a confirmar,anuidade,"Resumo de busca (acesso 2026-09-16) menciona que a entidade 'cobra somente uma taxa anual, não taxas de manutenção', mas não foi possível localizar a página-fonte exata nem o valor. Requer confirmação direta.",CNPJ e número de associados não encontrados nesta busca.
Clubes do Fusca no Brasil,,,6,,não informado,,,,a confirmar,,,"Portal/federação de clubes de Fusca regionais (clubedofusca.org.br, acesso 2026-09-16). Não é claro se é uma entidade única com CNPJ próprio ou apenas um diretório de clubes independentes; requer checagem antes de incluir no ranking (risco de dupla contagem com os clubes regionais que agrega)."
Harley Owners Group Brasil (H.O.G.),HOG,,6,,não informado,,,,a confirmar,anuidade,"Globalmente, a partir de US$ 45/ano para sócio titular e US$ 25/ano para dependente (fonte: material institucional H.O.G. global, via brasiliaharley-davidson.com.br, acesso 2026-09-16). Valor específico para o Brasil não confirmado.","H.O.G. é organizado em 'chapters' locais vinculados a concessionárias Harley-Davidson (ex.: HOG Rio Chapter, HOG Brasília), sem uma entidade nacional única identificada com CNPJ próprio nesta busca. Mundialmente soma mais de 1 milhão de membros em 130 países (fonte institucional), mas número específico do Brasil não encontrado. Risco de fragmentação: cada chapter pode ter CNPJ próprio vinculado à concessionária patrocinadora."
Federação Espírita Brasileira,FEB,33.644.857/0001-01,6,,não informado,,,,a confirmar,,"Site institucional (doe.febnet.org.br) oferece programa de apoio mensal via 'sócio contribuinte', mas não ficou claro se isso equivale a uma mensalidade associativa obrigatória (com direitos de associado) ou a uma doação voluntária recorrente.","CNPJ da matriz identificado; entidade possui múltiplos CNPJs para diferentes departamentos (editorial, assistência social). Número de associados não encontrado. Modelo de 'sócio contribuinte' precisa ser verificado para confirmar se é mensalidade associativa (critério do briefing) ou doação/apoio filantrópico (fora do critério)."
Real e Benemérita Associação Portuguesa de Beneficência,,61.599.908/0001-58,6,,não informado,,,,a confirmar,,,"Sociedade beneficente de imigração portuguesa fundada em 1859/oficializada em 1966 (matriz em São Paulo). Fonte (acesso 2026-09-16) só traz dado histórico: 290 sócios em 1864 — NÃO usado como número atual. Natureza jurídica declarada em busca como 'associação privada sem fins lucrativos', atividade principal 'atenção hospitalar' — pode se sobrepor mais a hospital/instituição de saúde do que a associação de sócios pagantes; requer checagem de natureza 399-9 e de existência de quadro associativo ativo com mensalidade."
Sociedade Beneficente Israelita Brasileira (Hospital Israelita Albert Einstein),SBIBAE,60.765.823/0001-30,6,,não informado,,,,a confirmar,,,"PROVÁVEL NÃO ENQUADRAMENTO: as fontes consultadas (gife.org.br, einstein.br, acesso 2026-09-16) descrevem a entidade como organização de saúde/hospitalar sem fins lucrativos, sem menção a quadro associativo de pessoas físicas pagando mensalidade. Incluída apenas para triagem; recomenda-se excluir na Fase 2 caso não se confirme natureza 399-9 com associados pagantes (pode ser mais adequada como fundação/OSC de saúde, fora do escopo do Top 50)."
Lions Clubs International - clubes do Brasil,Lions,,6,,não informado,,,estimado,sim,anuidade,Clubes de serviço internacionais (Lions) cobram anuidade de seus sócios como prática padrão mundial; valor específico no Brasil não confirmado nesta busca.,"ALERTA DE QUALIDADE DE DADO: um resultado de busca (blog.cooperlink.com.br, contexto de outro ranking) menciona 'mais de 100 mil associados em 22 estados brasileiros' para o Lions no Brasil, mas essa cifra não pôde ser atribuída com segurança a uma página-fonte específica e pode estar contaminada por conteúdo de outro artigo (baixa confiabilidade) — NÃO usar sem confirmação independente. Estrutura fragmentada: cada Lions Clube local tem CNPJ próprio; não há uma única entidade nacional 399-9 identificada. Risco de dupla contagem/dificuldade de ranquear como entidade única."
Rotary Club - clubes do Brasil,Rotary,,6,,não informado,,,,sim,anuidade,Clubes de serviço cobram anuidade/taxas de sócio como prática padrão; valor específico não confirmado nesta busca.,"Estrutura totalmente fragmentada: cada Rotary Club (ex.: Rotary Club de São Paulo, CNPJ 61.003.711/0001-04; Rotary Club de Piraquara - Distrito 4730, CNPJ 09.368.707/0001-20) é uma pessoa jurídica independente (CNAE 9430-8/00), sem CNPJ nacional único identificado. Não há fonte consolidada de número total de sócios no Brasil. Baixa aptidão para entrar no ranking como 'entidade única'; registrado para triagem e para eventual necessidade de tratar por Distrito."
Ordem dos Advogados do Brasil - Seção de São Paulo,OAB-SP,43.419.613/0001-70,7,,inscritos ativos,,,,sim,anuidade,"OAB/SP, 'Orçamento 2025 - Tabela de Anuidades' (oabsp.org.br/upload/3074769936.pdf) e matéria 'Anuidade de 2025 já está disponível' (oabsp.org.br/jornaldaadvocacia/24-12-05-1253-anuidade-de-ja-esta-disponivel)","Número de inscritos não preenchido por falta de fonte com data explícita dentro do orçamento de busca: página oabsp.org.br/sobre menciona 'mais de 380 mil' inscritos (sem data) e outra referência de imprensa menciona 'mais de 450 mil' (sem data) — valores divergentes e não datados, portanto não usados. Recomenda-se checar diretamente oabsp.org.br/sobre com data de acesso registrada."
Ordem dos Advogados do Brasil - Seção do Estado do Rio de Janeiro,OAB-RJ,33.648.981/0001-37,7,,inscritos ativos,,,,sim,anuidade,"OABRJ, página 'Anuidade 2025' (oabrj.org.br/anuidade-2025); Migalhas, 'Saiba os valores das anuidades das seccionais da OAB para 2025' (migalhas.com.br/quentes/422639)","Agregador de dados cadastrais (econodata) descreve a OABRJ como representando 'mais de 150.000 advogados', mas sem data explícita de apuração e sem confirmação na fonte primária dentro do orçamento de busca desta sessão — não preenchido em associados por exigência de fonte+data."
Ordem dos Advogados do Brasil - Seção de Goiás,OAB-GO,,7,,inscritos ativos,,,,sim,anuidade,"Migalhas, 'Saiba os valores das anuidades das seccionais da OAB para 2025' (migalhas.com.br/quentes/422639)","Nome, CNPJ, número de inscritos e Caixa de Assistência (CAAGO) não pesquisados nesta sessão por esgotamento do orçamento de busca. Nome da seccional segue padrão institucional não verificado individualmente."
Ordem dos Advogados do Brasil - Seção de Roraima,OAB-RR,,7,,inscritos ativos,,,,sim,anuidade,"Migalhas, 'Saiba os valores das anuidades das seccionais da OAB para 2025' (migalhas.com.br/quentes/422639)","Nome, CNPJ, número de inscritos e Caixa de Assistência (CAARR) não pesquisados nesta sessão por esgotamento do orçamento de busca. Nome da seccional segue padrão institucional não verificado individualmente."
Ordem dos Advogados do Brasil - Seção do Tocantins,OAB-TO,,7,,inscritos ativos,,,,sim,anuidade,"Migalhas, 'Saiba os valores das anuidades das seccionais da OAB para 2025' (migalhas.com.br/quentes/422639)","Nome, CNPJ, número de inscritos e Caixa de Assistência (CAATO) não pesquisados nesta sessão por esgotamento do orçamento de busca. Nome da seccional segue padrão institucional não verificado individualmente."
